URL_PAGINA_ORIGEN;URL_DESTINO_INVALIDA
https://buenosaires.gob.ar/infracciones;https://buenosaires.gob.ar/terminos-y-condiciones-consulta-de-infracciones
https://buenosaires.gob.ar/tramites/inscripcion-de-personas-con-discapacidad-en-el-padron;https://buenosaires.gob.ar/gobierno/transparencia 
https://boletinoficial.buenosaires.gob.ar;"https://boletinoficial.buenosaires.gob.ar/filtraResultados(); return false;"
https://boletinoficial.buenosaires.gob.ar;http://www.reddeboletines.gob.ar/
https://buenosaires.gob.ar/tramites/denuncia-de-venta-de-dominio;https://buenosaires.gob.ar/jefatura-de-gabinete
https://www.buenosaires.gob.ar/privacidad;https://www.buenosaires.gob.ar/gobierno/transparencia 
https://www.buenosaires.gob.ar/privacidad;https://es.foursquare.com/legal/privacy
https://buenosaires.gob.ar/tramites/resolucion-de-infraccion-por-retencion-de-licencia-o-vehiculo;https://buenosaires.gob.ar/gobierno/atencion-ciudadana
https://www.buenosaires.gob.ar/gobierno/transparencia;https://www.buenosaires.gob.ar/igualdaddegenero
https://www.buenosaires.gob.ar/gobierno/transparencia;https://www.buenosaires.gob.ar/jefedegobierno/transparencia/proyectos-especiales
https://buenosaires.gob.ar/justicia-y-seguridad;https://concursosgcaba.buenosaires.gob.ar
https://buenosaires.gob.ar/justicia-y-seguridad;https://data.buenosaires.gob.ar/dataset/plan-gobierno
https://buenosaires.gob.ar/justicia-y-seguridad;https://buenosaires.gob.ar/tramites/inscripcion-al-registro-de-camaras-de-videovigilancia-privadas-recavip-ley-5688-libro-vii-2
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/close_bweb_header()
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;https://www.turismo.buenosaires.gob.ar/es
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;https://buenosaires.gob.ar/justiciayseguridad/licencias-de-conducir/consulta-de-infracciones/consulta-de-legajo
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;https://buenosaires.gob.ar/justiciayseguridad/licencias-de-conducir
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;https://www.buenosaires.gob.ar/oficiosjudiciales
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;https://buenosaires.gob.ar/aplicacionesmoviles
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;https://disfrutemosba.buenosaires.gob.ar/
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;https://www.buenosaires.gob.ar/gestion-comunal-y-atencion-ciudadana/terminos-y-condiciones-consulta-de-infracciones
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;https://buenosaires.gob.ar/rss/noticias
https://buenosaires.gob.ar/jefaturadegabinete;https://buenosaires.gob.ar/gsanchezzinny@buenosaires.gob.ar
https://formulario-sigeci.buenosaires.gob.ar/InicioTramitePresunto?idPrestacion=1021;https://www.buenosaires.gob.ar/ecobici
https://formulario-sigeci.buenosaires.gob.ar/InicioTramitePresunto?idPrestacion=1021;https://disfrutemosba.buenosaires.gob.ar
https://formulario-sigeci.buenosaires.gob.ar/InicioTramitePresunto?idPrestacion=1021;https://www.buenosaires.gob.ar/desarrollourbano
https://formulario-sigeci.buenosaires.gob.ar/InicioTramitePresunto?idPrestacion=1021;https://www.buenosaires.gob.ar/tramites/turnos/vtv
https://formulario-sigeci.buenosaires.gob.ar/InicioTramitePresunto?idPrestacion=1021;https://formulario-sigeci.buenosaires.gob.ar/rss/noticias
https://formulario-sigeci.buenosaires.gob.ar/InicioTramitePresunto?idPrestacion=1021;https://www.buenosaires.gob.ar/accesible
https://formulario-sigeci.buenosaires.gob.ar/InicioTramitePresunto?idPrestacion=1021;https://www.buenosaires.gob.ar/innovacion/ciudadinteligente/gestiondigital/webs-y-apps
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=1023;https://drive.google.com/file/d/1teZP5oGDn7rCI0JJ0LfRNUuW6CuvCXAC/view?usp=sharing
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=1023;http://www2.cedom.gob.ar/es/legislacion/normas/leyes/ley1845.html
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=1023;https://formulario-sigeci.buenosaires.gob.ar/auth/realms/miba/broker/mail/login?client_id=turnos-sigeci&tab_id=KZ1AddIQq5M&session_code=vuE2D9Grj9ds2ikfKNKredXM-i2__85QpAYbY3Oskhc
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=1023;https://formulario-sigeci.buenosaires.gob.ar/ingresarConEmail('email','div-error-email','error-email','kc-form-login','')
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=1023;"https://formulario-sigeci.buenosaires.gob.ar/return checkDobleClickRedSocial('/auth/realms/miba/broker/quark-id/login?client_id=turnos-sigeci&tab_id=KZ1AddIQq5M&session_code=vuE2D9Grj9ds2ikfKNKredXM-i2__85QpAYbY3Oskhc');"
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=1023;https://formulario-sigeci.buenosaires.gob.ar/auth/realms/miba/login-actions/reset-credentials?client_id=turnos-sigeci&tab_id=KZ1AddIQq5M
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=1023;http://www2.cedom.gob.ar/es/legislacion/normas/leyes/ley4496.html
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=1023;https://formulario-sigeci.buenosaires.gob.ar/auth/realms/miba/broker/mail/login?client_id=turnos-sigeci&tab_id=KZ1AddIQq5M&session_code=vuE2D9Grj9ds2ikfKNKredXM-i2__85QpAYbY3Oskhc&password-reset=true
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=1023;https://formulario-sigeci.buenosaires.gob.ar/auth/realms/miba/broker/mail/login?client_id=turnos-sigeci&tab_id=KZ1AddIQq5M&session_code=vuE2D9Grj9ds2ikfKNKredXM-i2__85QpAYbY3Oskhc&create=true
https://buenosaires.gob.ar/infraestructura/movilidad;https://buenosaires.gob.ar/node/56653
https://buenosaires.gob.ar/infraestructura/movilidad;https://buenosaires.gob.ar/movilidad/controlyseguridadvial/concurso-de-educacion-vial-para-escuelas-ciudad-de-buenos-aires
https://buenosaires.gob.ar/infraestructura/movilidad;https://buenosaires.gob.ar/tramites/grabado-de-autopartes-de-vehiculos-automotores-1
https://buenosaires.gob.ar/infraestructura/movilidad;https://buenosaires.gob.ar/tramites/denuncia-por-automovil-abandonado-en-la-publica-2
https://buenosaires.gob.ar/infraestructura/movilidad;https://buenosaires.gob.ar/tramites/consulta-de-infracciones-2
https://buenosaires.gob.ar/infraestructura/movilidad;https://buenosaires.gob.ar/tramites/verificacion-tecnica-vehicular-obligatoria-1
https://buenosaires.gob.ar/infraestructura;https://concursosgcaba.buenosaires.gob.ar/
https://buenosaires.gob.ar/infraestructura;https://buenosaires.gob.ar/node/92465
https://buenosaires.gob.ar/infraestructura;https://www.ausa.com.ar/
https://boletinoficial.buenosaires.gob.ar/infoGeneral;https://www.boletinoficial.buenosaires.gob.ar
https://boletinoficial.buenosaires.gob.ar/requisistosGral;https://www.buenosaires.gob.ar/tramites/tad
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/Dec-1120.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/separata11.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/Ley1010.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/308.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/separatas/Registro.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/separatas/tocodigofiscal2005/tocf.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/20050104/Tarifaria.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/separatas/Ley1010.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/separatas/reencasillamiento/1843.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/separatas/2390.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/ley123.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/separatas/Ley1011.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/CPU.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/20020404%20-%20Cdigo%20Fiscal.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy//separatas/ley561/ley561.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/20080617.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/separatas/20080620separata/20080620separata.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/20010522separata.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy//Dec1352/Dec319.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/separatas/tocf2006.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/separatas/estructura2075/estructura.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/20071228.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/20080730.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/separatas/codigofiscal2004/textocodigofiscal.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/20080513.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/sumario.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/separatas/20060110ley1856.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/separatas/cpu2007.htm
https://boletinoficial.buenosaires.gob.ar/normasDestacadas;https://www.boletinoficial.buenosaires.gob.ar/documentos/boletines/legacy/separatas/leytarifaria2004/textoleytarifaria2004.htm
https://buenosaires.gob.ar/jefaturadegabinete/innovacion/plataforma-miBA;route:<nolink>
https://buenosaires.gob.ar/legalytecnica;https://concursosgcaba.buenosaires.gob.ar/concursos
https://buenosaires.gob.ar/legalytecnica;https://www.agcba.gov.ar/web/index.php
https://ash.buenosaires.gob.ar/justiciayseguridad/infracciones;https://ash.buenosaires.gob.ar/consulta-de-infracciones
https://ash.buenosaires.gob.ar/justiciayseguridad/infracciones;https://ash.buenosaires.gob.ar/gobierno/transparencia 
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=3084;"https://formulario-sigeci.buenosaires.gob.ar/return checkDobleClickRedSocial('/auth/realms/miba/broker/quark-id/login?client_id=turnos-sigeci&tab_id=SwupFopfnTg&session_code=nF-rB_klal6Y8fEFayZr7OrV4dN2agPkxDJ4aLSVUfE');"
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=3084;https://apps.apple.com/ar/app/miba/id1138339992
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=3084;https://formulario-sigeci.buenosaires.gob.ar/auth/realms/miba/login-actions/reset-credentials?client_id=turnos-sigeci&tab_id=SwupFopfnTg
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=3084;https://formulario-sigeci.buenosaires.gob.ar/auth/realms/miba/broker/mail/login?client_id=turnos-sigeci&tab_id=SwupFopfnTg&session_code=nF-rB_klal6Y8fEFayZr7OrV4dN2agPkxDJ4aLSVUfE
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=3084;https://formulario-sigeci.buenosaires.gob.ar/auth/realms/miba/broker/mail/login?client_id=turnos-sigeci&tab_id=SwupFopfnTg&session_code=nF-rB_klal6Y8fEFayZr7OrV4dN2agPkxDJ4aLSVUfE&create=true
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=3084;https://formulario-sigeci.buenosaires.gob.ar/auth/realms/miba/broker/mail/login?client_id=turnos-sigeci&tab_id=SwupFopfnTg&session_code=nF-rB_klal6Y8fEFayZr7OrV4dN2agPkxDJ4aLSVUfE&password-reset=true
https://buenosaires.gob.ar/gobierno;https://buenosaires.gob.ar/hlarreta@buenosaires.gob.ar
https://buenosaires.gob.ar/gobierno;https://buenosaires.gob.ar/jmacri@buenosaires.gob.ar
https://buenosaires.gob.ar/gobierno;https://x.com/cesartorresok
https://buenosaires.gob.ar/jefedegobierno;https://buenosaires.gob.ar/jefe-de-gobierno-0
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=2784;https://formulario-sigeci.buenosaires.gob.ar/auth/realms/miba/broker/mail/login?client_id=turnos-sigeci&tab_id=q3HAwFNrmMs&session_code=M0zdDSCpAzOWVC9O8TDETX9k0Cqpf41mXMIc0OIpDyo
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=2784;https://formulario-sigeci.buenosaires.gob.ar/auth/realms/miba/login-actions/reset-credentials?client_id=turnos-sigeci&tab_id=q3HAwFNrmMs
https://formulario-sigeci.buenosaires.gob.ar/InicioTramiteComun?idPrestacion=2784;https://formulario-sigeci.buenosaires.gob.ar/auth/realms/miba/broker/mail/login?client_id=turnos-sigeci&tab_id=q3HAwFNrmMs&session_code=M0zdDSCpAzOWVC9O8TDETX9k0Cqpf41mXMIc0OIpDyo&create=true
