URL_PAGINA_ORIGEN;URL_DESTINO_INVALIDA
https://buenosaires.gob.ar/infracciones;https://buenosaires.gob.ar/terminos-y-condiciones-consulta-de-infracciones
https://buenosaires.gob.ar/infracciones;https://buenosaires.gob.ar/jefaturadegabinete/innovacion/terminos-y-condiciones
https://buenosaires.gob.ar/tramites/resolver-en-forma-presencial-infracciones-de-transito-con-un-controlador;https://buenosaires.gob.ar/gobierno/transparencia 
https://buenosaires.gob.ar/tramites/resolucion-de-infraccion-por-retencion-de-licencia-o-vehiculo;https://ash.buenosaires.gob.ar/comunas
https://buenosaires.gob.ar/tramites/resolucion-de-infraccion-por-retencion-de-licencia-o-vehiculo;https://buenosaires.gob.ar/gobierno/atencion-ciudadana
https://buenosaires.gob.ar/tramites/resolucion-de-infraccion-por-retencion-de-licencia-o-vehiculo;https://buenosaires.gob.ar/gobierno/transparencia 
https://buenosaires.gob.ar/tramites/resolucion-de-infraccion-por-retencion-de-licencia-o-vehiculo;https://ash.buenosaires.gob.ar/justiciayseguridad/infracciones
https://buenosaires.gob.ar/justicia-y-seguridad;https://buenosaires.gob.ar/tramites/inscripcion-al-registro-de-camaras-de-videovigilancia-privadas-recavip-ley-5688-libro-vii-2
https://buenosaires.gob.ar/justicia-y-seguridad;https://data.buenosaires.gob.ar/dataset/sueldo-funcionarios
https://buenosaires.gob.ar/justicia-y-seguridad;https://buenosaires.gob.ar/gobierno/transparencia 
https://buenosaires.gob.ar/justicia-y-seguridad;https://concursosgcaba.buenosaires.gob.ar
https://buenosaires.gob.ar/tramites/resolucion-de-infracciones-en-mandatarios-formulario;https://buenosaires.gob.ar/gobierno/transparencia 
https://www.buenosaires.gob.ar/laciudad/telefonosutiles;https://www.buenosaires.gob.ar/gobierno/transparencia 
https://buenosaires.gob.ar/tramites/solicitud-de-resolucion-de-actas-por-faltas-especiales;https://buenosaires.gob.ar/gobierno/transparencia 
https://buenosaires.gob.ar/tramites/solicitud-de-resolucion-de-actas-por-traslados-comunitarios;https://buenosaires.gob.ar/gobierno/transparencia 
https://buenosaires.gob.ar/jefaturadegabinete/infracciones;https://buenosaires.gob.ar/gobierno/transparencia 
https://www.buenosaires.gob.ar/privacidad;https://www.buenosaires.gob.ar/gobierno/transparencia 
https://www.buenosaires.gob.ar/privacidad;https://es.foursquare.com/legal/privacy
https://buenosaires.gob.ar/jefedegobierno/legalytecnica/normativa/boletin-oficial-y-registro/oficios-judiciales;https://buenosaires.gob.ar/gobierno/transparencia 
https://buenosaires.gob.ar/licenciasdeconducir/consulta-de-infracciones/?actas=varios;https://buenosaires.gob.ar/terminos-y-condiciones-consulta-de-infracciones
https://buenosaires.gob.ar/licenciasdeconducir/consulta-de-infracciones/?actas=varios;https://buenosaires.gob.ar/jefaturadegabinete/innovacion/terminos-y-condiciones
https://boletinoficial.buenosaires.gob.ar;http://www.reddeboletines.gob.ar/
https://boletinoficial.buenosaires.gob.ar;"https://boletinoficial.buenosaires.gob.ar/filtraResultados(); return false;"
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;http://buenosaires.gob.ar/aplicacionesmoviles
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/close_bweb_header()
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;https://buenosaires.gob.ar/justiciayseguridad/licencias-de-conducir/consulta-de-infracciones/consulta-de-legajo
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;http://www.buenosaires.gob.ar/oficiosjudiciales
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;http://www.buenosaires.gob.ar/gestion-comunal-y-atencion-ciudadana/terminos-y-condiciones-consulta-de-infracciones
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;https://buenosaires.gob.ar/rss/noticias
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;https://buenosaires.gob.ar/jefaturadegabinete/innovacion/terminos-y-condiciones
https://formulario-legajo.buenosaires.gob.ar/consulta-legajo/;https://disfrutemosba.buenosaires.gob.ar/
